id,sequence,task,choices,response,response_type,domain,enc_task,enc_response,rt,confidence,confidence_time,correct,valid,age,gender,education,puzzles,maths,condition,experience,system12,unfocused,adjusted,helpful
ACCLLDFWCL,21,Some;packers;tutors/All;tutors;butchers,Some not;packers;butchers|No;butchers;packers|Some not;butchers;packers|NVC|Some;packers;butchers|Some;butchers;packers|All;butchers;packers|No;packers;butchers|All;packers;butchers,Some not;butchers;packers,single-choice,syllogistic,IA1,Oca,6.627666666666691,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,22,Some;writers;drivers/Some not;hikers;writers,Some not;drivers;hikers|No;hikers;drivers|Some not;hikers;drivers|NVC|Some;drivers;hikers|Some;hikers;drivers|All;hikers;drivers|No;drivers;hikers|All;drivers;hikers,Some;drivers;hikers,single-choice,syllogistic,IO2,Iac,7.581666666666705,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,23,All;painters;teachers/Some;painters;plumbers,Some not;teachers;plumbers|No;plumbers;teachers|Some not;plumbers;teachers|NVC|Some;teachers;plumbers|Some;plumbers;teachers|All;plumbers;teachers|No;teachers;plumbers|All;teachers;plumbers,Some not;teachers;plumbers,single-choice,syllogistic,AI4,Oac,6.561666666666691,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,24,Some;chemists;skaters/No;skaters;hikers,Some not;chemists;hikers|No;hikers;chemists|Some not;hikers;chemists|NVC|Some;chemists;hikers|Some;hikers;chemists|All;hikers;chemists|No;chemists;hikers|All;chemists;hikers,Some;chemists;hikers,single-choice,syllogistic,IE1,Iac,7.286666666666702,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,25,All;lawyers;actors/Some;swimmers;actors,Some not;lawyers;swimmers|No;swimmers;lawyers|Some not;swimmers;lawyers|NVC|Some;lawyers;swimmers|Some;swimmers;lawyers|All;swimmers;lawyers|No;lawyers;swimmers|All;lawyers;swimmers,Some not;swimmers;lawyers,single-choice,syllogistic,AI3,Oca,16.646666666666512,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,26,Some not;clerks;managers/Some;models;clerks,Some not;managers;models|No;models;managers|Some not;models;managers|NVC|Some;managers;models|Some;models;managers|All;models;managers|No;managers;models|All;managers;models,Some;managers;models,single-choice,syllogistic,OI2,Iac,14.696666666666571,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,27,Some;riders;actuaries/No;designers;actuaries,Some not;riders;designers|No;designers;riders|Some not;designers;riders|NVC|Some;riders;designers|Some;designers;riders|All;designers;riders|No;riders;designers|All;riders;designers,No;designers;riders,single-choice,syllogistic,IE3,Eca,17.949666666666435,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,28,Some not;lifeguards;dentists/Some;dentists;plumbers,Some not;lifeguards;plumbers|No;plumbers;lifeguards|Some not;plumbers;lifeguards|NVC|Some;lifeguards;plumbers|Some;plumbers;lifeguards|All;plumbers;lifeguards|No;lifeguards;plumbers|All;lifeguards;plumbers,Some;lifeguards;plumbers,single-choice,syllogistic,OI1,Iac,22.881666666666156,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,29,No;cleaners;mayors/All;cleaners;models,Some not;mayors;models|No;models;mayors|Some not;models;mayors|NVC|Some;mayors;models|Some;models;mayors|All;models;mayors|No;mayors;models|All;mayors;models,No;models;mayors,single-choice,syllogistic,EA4,Eca,30.41566666666573,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,30,All;surfers;planners/Some;planners;artists,Some not;surfers;artists|No;artists;surfers|Some not;artists;surfers|NVC|Some;surfers;artists|Some;artists;surfers|All;artists;surfers|No;surfers;artists|All;surfers;artists,All;artists;surfers,single-choice,syllogistic,AI1,Aca,11.766666666666634,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,31,All;linguists;students/Some not;linguists;climbers,Some not;students;climbers|No;climbers;students|Some not;climbers;students|NVC|Some;students;climbers|Some;climbers;students|All;climbers;students|No;students;climbers|All;students;climbers,No;students;climbers,single-choice,syllogistic,AO4,Eac,8.420666666666706,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,32,No;tellers;carpenters/Some not;artists;tellers,Some not;carpenters;artists|No;artists;carpenters|Some not;artists;carpenters|NVC|Some;carpenters;artists|Some;artists;carpenters|All;artists;carpenters|No;carpenters;artists|All;carpenters;artists,NVC,single-choice,syllogistic,EO2,NVC,9.782666666666676,,,True,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,33,All;boxers;actuaries/No;opticians;actuaries,Some not;boxers;opticians|No;opticians;boxers|Some not;opticians;boxers|NVC|Some;boxers;opticians|Some;opticians;boxers|All;opticians;boxers|No;boxers;opticians|All;boxers;opticians,Some not;boxers;opticians,single-choice,syllogistic,AE3,Oac,39.8926666666663,,,True,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,34,All;drivers;pilots/All;butchers;pilots,Some not;drivers;butchers|No;butchers;drivers|Some not;butchers;drivers|NVC|Some;drivers;butchers|Some;butchers;drivers|All;butchers;drivers|No;drivers;butchers|All;drivers;butchers,No;butchers;drivers,single-choice,syllogistic,AA3,Eca,13.2666666666666,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,35,Some;doctors;planners/Some;planners;typists,Some not;doctors;typists|No;typists;doctors|Some not;typists;doctors|NVC|Some;doctors;typists|Some;typists;doctors|All;typists;doctors|No;doctors;typists|All;doctors;typists,All;typists;doctors,single-choice,syllogistic,II1,Aca,6.4446666666666905,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,36,Some not;tellers;doctors/No;climbers;tellers,Some not;doctors;climbers|No;climbers;doctors|Some not;climbers;doctors|NVC|Some;doctors;climbers|Some;climbers;doctors|All;climbers;doctors|No;doctors;climbers|All;doctors;climbers,Some not;doctors;climbers,single-choice,syllogistic,OE2,Oac,12.42666666666662,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,37,No;trainers;chefs/No;bankers;chefs,Some not;trainers;bankers|No;bankers;trainers|Some not;bankers;trainers|NVC|Some;trainers;bankers|Some;bankers;trainers|All;bankers;trainers|No;trainers;bankers|All;trainers;bankers,Some;trainers;bankers,single-choice,syllogistic,EE3,Iac,21.916666666666213,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,38,All;architects;trainers/Some;designers;architects,Some not;trainers;designers|No;designers;trainers|Some not;designers;trainers|NVC|Some;trainers;designers|Some;designers;trainers|All;designers;trainers|No;trainers;designers|All;trainers;designers,NVC,single-choice,syllogistic,AI2,NVC,31.488666666665672,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,39,No;bakers;sculptors/Some not;bakers;gamblers,Some not;sculptors;gamblers|No;gamblers;sculptors|Some not;gamblers;sculptors|NVC|Some;sculptors;gamblers|Some;gamblers;sculptors|All;gamblers;sculptors|No;sculptors;gamblers|All;sculptors;gamblers,Some;sculptors;gamblers,single-choice,syllogistic,EO4,Iac,11.884666666666632,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,40,Some not;actors;nurses/No;actors;drillers,Some not;nurses;drillers|No;drillers;nurses|Some not;drillers;nurses|NVC|Some;nurses;drillers|Some;drillers;nurses|All;drillers;nurses|No;nurses;drillers|All;nurses;drillers,No;nurses;drillers,single-choice,syllogistic,OE4,Eac,36.045666666665966,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,41,No;actors;dentists/Some not;dentists;buyers,Some not;actors;buyers|No;buyers;actors|Some not;buyers;actors|NVC|Some;actors;buyers|Some;buyers;actors|All;buyers;actors|No;actors;buyers|All;actors;buyers,Some;actors;buyers,single-choice,syllogistic,EO1,Iac,12.019999999999964,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,42,All;scientists;chefs/No;chefs;runners,Some not;scientists;runners|No;runners;scientists|Some not;runners;scientists|NVC|Some;scientists;runners|Some;runners;scientists|All;runners;scientists|No;scientists;runners|All;scientists;runners,Some;scientists;runners,single-choice,syllogistic,AE1,Iac,26.195666666665968,,,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,43,Some;secretaries;agents/All;brokers;agents,Some not;secretaries;brokers|No;brokers;secretaries|Some not;brokers;secretaries|NVC|Some;secretaries;brokers|Some;brokers;secretaries|All;brokers;secretaries|No;secretaries;brokers|All;secretaries;brokers,Some not;secretaries;brokers,single-choice,syllogistic,IA3,Oac,8.043666666666711,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,44,Some not;tutors;tailors/Some;tutors;brewers,Some not;tailors;brewers|No;brewers;tailors|Some not;brewers;tailors|NVC|Some;tailors;brewers|Some;brewers;tailors|All;brewers;tailors|No;tailors;brewers|All;tailors;brewers,Some;tailors;brewers,single-choice,syllogistic,OI4,Iac,8.984666666666694,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,45,All;investors;bakers/Some not;bakers;sailors,Some not;investors;sailors|No;sailors;investors|Some not;sailors;investors|NVC|Some;investors;sailors|Some;sailors;investors|All;sailors;investors|No;investors;sailors|All;investors;sailors,Some not;investors;sailors,single-choice,syllogistic,AO1,Oac,6.102666666666684,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,46,All;scientists;golfers/All;golfers;workers,Some not;scientists;workers|No;workers;scientists|Some not;workers;scientists|NVC|Some;scientists;workers|Some;workers;scientists|All;workers;scientists|No;scientists;workers|All;scientists;workers,Some;scientists;workers,single-choice,syllogistic,AA1,Iac,9.851666666666672,,,True,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,47,Some not;agents;poets/Some not;agents;skaters,Some not;poets;skaters|No;skaters;poets|Some not;skaters;poets|NVC|Some;poets;skaters|Some;skaters;poets|All;skaters;poets|No;poets;skaters|All;poets;skaters,No;skaters;poets,single-choice,syllogistic,OO4,Eca,11.382666666666644,,,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,48,Some not;managers;waiters/All;brokers;waiters,Some not;managers;brokers|No;brokers;managers|Some not;brokers;managers|NVC|Some;managers;brokers|Some;brokers;managers|All;brokers;managers|No;managers;brokers|All;managers;brokers,Some not;managers;brokers,single-choice,syllogistic,OA3,Oac,12.453666666666619,28.0,4.340999999999995,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,49,Some;cleaners;auditors/Some;cleaners;painters,Some not;auditors;painters|No;painters;auditors|Some not;painters;auditors|NVC|Some;auditors;painters|Some;painters;auditors|All;painters;auditors|No;auditors;painters|All;auditors;painters,Some;painters;auditors,single-choice,syllogistic,II4,Ica,9.022666666666694,50.0,1.2999999999999998,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,50,Some not;porters;judges/All;brewers;porters,Some not;judges;brewers|No;brewers;judges|Some not;brewers;judges|NVC|Some;judges;brewers|Some;brewers;judges|All;brewers;judges|No;judges;brewers|All;judges;brewers,Some;judges;brewers,single-choice,syllogistic,OA2,Iac,17.03566666666649,7.0,1.772999999999998,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,51,Some not;carpenters;linguists/Some not;linguists;divers,Some not;carpenters;divers|No;divers;carpenters|Some not;divers;carpenters|NVC|Some;carpenters;divers|Some;divers;carpenters|All;divers;carpenters|No;carpenters;divers|All;carpenters;divers,NVC,single-choice,syllogistic,OO1,NVC,8.869666666666696,21.0,1.8339999999999976,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,52,No;surfers;planners/Some not;artists;planners,Some not;surfers;artists|No;artists;surfers|Some not;artists;surfers|NVC|Some;surfers;artists|Some;artists;surfers|All;artists;surfers|No;surfers;artists|All;surfers;artists,Some not;surfers;artists,single-choice,syllogistic,EO3,Oac,15.158666666666566,15.0,2.3159999999999963,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,53,Some not;lawyers;athletes/Some;hunters;athletes,Some not;lawyers;hunters|No;hunters;lawyers|Some not;hunters;lawyers|NVC|Some;lawyers;hunters|Some;hunters;lawyers|All;hunters;lawyers|No;lawyers;hunters|All;lawyers;hunters,Some;lawyers;hunters,single-choice,syllogistic,OI3,Iac,16.702666666666506,18.0,2.2669999999999964,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,54,Some;clerks;managers/All;clerks;models,Some not;managers;models|No;models;managers|Some not;models;managers|NVC|Some;managers;models|Some;models;managers|All;models;managers|No;managers;models|All;managers;models,NVC,single-choice,syllogistic,IA4,NVC,8.7436666666667,8.0,1.7999999999999978,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,55,All;therapists;climbers/Some not;skaters;climbers,Some not;therapists;skaters|No;skaters;therapists|Some not;skaters;therapists|NVC|Some;therapists;skaters|Some;skaters;therapists|All;skaters;therapists|No;therapists;skaters|All;therapists;skaters,Some not;therapists;skaters,single-choice,syllogistic,AO3,Oac,5.178333333333339,16.0,1.6499999999999984,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,56,Some not;scientists;chefs/No;chefs;runners,Some not;scientists;runners|No;runners;scientists|Some not;runners;scientists|NVC|Some;scientists;runners|Some;runners;scientists|All;runners;scientists|No;scientists;runners|All;scientists;runners,Some;runners;scientists,single-choice,syllogistic,OE1,Ica,10.689666666666657,25.0,1.8159999999999976,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,57,Some;writers;drivers/No;writers;hikers,Some not;drivers;hikers|No;hikers;drivers|Some not;hikers;drivers|NVC|Some;drivers;hikers|Some;hikers;drivers|All;hikers;drivers|No;drivers;hikers|All;drivers;hikers,NVC,single-choice,syllogistic,IE4,NVC,4.393333333333328,0.0,1.5839999999999983,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,58,No;tailors;tutors/Some;tutors;brewers,Some not;tailors;brewers|No;brewers;tailors|Some not;brewers;tailors|NVC|Some;tailors;brewers|Some;brewers;tailors|All;brewers;tailors|No;tailors;brewers|All;tailors;brewers,Some not;brewers;tailors,single-choice,syllogistic,EI1,Oca,19.05466666666637,50.0,0.9500000000000008,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,59,Some;soldiers;assistants/Some not;barbers;assistants,Some not;soldiers;barbers|No;barbers;soldiers|Some not;barbers;soldiers|NVC|Some;soldiers;barbers|Some;barbers;soldiers|All;barbers;soldiers|No;soldiers;barbers|All;soldiers;barbers,Some not;soldiers;barbers,single-choice,syllogistic,IO3,Oac,6.274666666666688,39.0,1.8339999999999976,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,60,No;boxers;actuaries/All;actuaries;opticians,Some not;boxers;opticians|No;opticians;boxers|Some not;opticians;boxers|NVC|Some;boxers;opticians|Some;opticians;boxers|All;opticians;boxers|No;boxers;opticians|All;boxers;opticians,NVC,single-choice,syllogistic,EA1,NVC,21.577666666666236,5.0,2.148999999999997,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,61,All;tellers;carpenters/All;tellers;artists,Some not;carpenters;artists|No;artists;carpenters|Some not;artists;carpenters|NVC|Some;carpenters;artists|Some;artists;carpenters|All;artists;carpenters|No;carpenters;artists|All;carpenters;artists,NVC,single-choice,syllogistic,AA4,NVC,10.854666666666652,32.0,2.332999999999996,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,62,All;editors;dancers/No;scholars;editors,Some not;dancers;scholars|No;scholars;dancers|Some not;scholars;dancers|NVC|Some;dancers;scholars|Some;scholars;dancers|All;scholars;dancers|No;dancers;scholars|All;dancers;scholars,Some;scholars;dancers,single-choice,syllogistic,AE2,Ica,28.35466666666585,7.0,2.316999999999996,False,True,50,male,high,yes,yes,feedback,no,2,0,4,5
ACCLLDFWCL,63,No;potters;chemists/No;sailors;potters,Some not;chemists;sailors|No;sailors;chemists|Some not;sailors;chemists|NVC|Some;chemists;sailors|Some;sailors;chemists|All;sailors;chemists|No;chemists;sailors|All;chemists;sailors,All;chemists;sailors,single-choice,syllogistic,EE2,Aac,13.016666666666607,50.0,1.3499999999999996,False,False,50,male,high,yes,yes,feedback,no,2,0,4,5
AGYFDHYWIF,0,All;editors;soldiers/Some;editors;florists,All;florists;soldiers|Some not;florists;soldiers|Some not;soldiers;florists|NVC|No;soldiers;florists|Some;soldiers;florists|No;florists;soldiers|All;soldiers;florists|Some;florists;soldiers,Some;florists;soldiers,single-choice,syllogistic,AI4,Ica,88.35188533337723,,,True,True,43,male,high,yes,yes,feedback,no,4,40,3,3
AGYFDHYWIF,1,Some not;secretaries;climbers/Some not;fencers;climbers,All;fencers;secretaries|Some not;fencers;secretaries|Some not;secretaries;fencers|NVC|No;secretaries;fencers|Some;secretaries;fencers|No;fencers;secretaries|All;secretaries;fencers|Some;fencers;secretaries,NVC,single-choice,syllogistic,OO3,NVC,38.1591759953502,,,True,False,43,male,high,yes,yes,feedback,no,4,40,3,3
AGYFDHYWIF,2,Some;sculptors;potters/Some not;potters;miners,All;miners;sculptors|Some not;miners;sculptors|Some not;sculptors;miners|NVC|No;sculptors;miners|Some;sculptors;miners|No;miners;sculptors|All;sculptors;miners|Some;miners;sculptors,Some;sculptors;miners,single-choice,syllogistic,IO1,Iac,59.654743663469326,,,False,False,43,male,high,yes,yes,feedback,no,4,40,3,3
AGYFDHYWIF,3,No;chemists;skaters/Some;hikers;skaters,All;hikers;chemists|Some not;hikers;chemists|Some not;chemists;hikers|NVC|No;chemists;hikers|Some;chemists;hikers|No;hikers;chemists|All;chemists;hikers|Some;hikers;chemists,No;chemists;hikers,single-choice,syllogistic,EI3,Eac,56.65561567131626,,,False,True,43,male,high,yes,yes,feedback,no,4,40,3,3
AGYFDHYWIF,4,No;campers;novelists/No;joggers;novelists,All;joggers;campers|Some not;joggers;campers|Some not;campers;joggers|NVC|No;campers;joggers|Some;campers;joggers|No;joggers;campers|All;campers;joggers|Some;joggers;campers,All;campers;joggers,single-choice,syllogistic,EE3,Aac,71.72178500413786,,,False,False,43,male,high,yes,yes,feedback,no,4,40,3,3
AGYFDHYWIF,5,Some not;farmers;assistants/No;scholars;assistants,All;scholars;farmers|Some not;scholars;farmers|Some not;farmers;scholars|NVC|No;farmers;scholars|Some;farmers;scholars|No;scholars;farmers|All;farmers;scholars|Some;scholars;farmers,No;scholars;farmers,single-choice,syllogistic,OE3,Eca,29.59522599935576,,,False,False,43,male,high,yes,yes,feedback,no,4,40,3,3
AGYFDHYWIF,6,Some not;tellers;carpenters/Some not;artists;tellers,All;artists;carpenters|Some not;artists;carpenters|Some not;carpenters;artists|NVC|No;carpenters;artists|Some;carpenters;artists|No;artists;carpenters|All;carpenters;artists|Some;artists;carpenters,Some;carpenters;artists,single-choice,syllogistic,OO2,Iac,74.28662501001223,,,False,False,43,male,high,yes,yes,feedback,no,4,40,3,3
